rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
46082,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,"Ermelo,Harderwijk,'t Harde,Nunspeet,Putten","EML, HD, HDE, NS, PT",aanrijding,collision,aanrijding,collision,accidents,"2023-01-10 14:10:26","2023-01-10 16:54:07",164
46083,Utrecht-Amersfoort,"Amersfoort - Utrecht Centraal",134,"Amersfoort Centraal,Bilthoven,Den Dolder,Utrecht Centraal,Utrecht Overvecht","AMF, BHV, DLD, UT, UTO",aanrijding,collision,aanrijding,collision,accidents,"2023-01-10 14:29:32","2023-01-10 16:54:18",145
46084,"Deventer-Enschede; Zwolle-Enschede","Almelo - Hengelo",89,"Almelo,Almelo de Riet,Borne,Hengelo","AML, AMRI, BN, HGL",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-01-10 16:15:35","2023-01-10 16:55:01",39
46085,"Amsterdam-Almere; Utrecht-Almere","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149","Almere Centrum,Almere Muziekwijk,Naarden-Bussum,Weesp,Almere Poort","ALM, ALMM, NDB, WP, AMPO","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-10 16:37:25","2023-01-10 16:41:47",4
46086,"Leiden-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans,Leiden Centraal","APN, LDL, LEDN","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-01-10 17:59:52","2023-01-10 18:06:33",7
46087,"Leiden-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans,Leiden Centraal","APN, LDL, LEDN",aanrijding,collision,aanrijding,collision,accidents,"2023-01-10 18:05:50","2023-01-10 18:34:09",28
46088,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,"Aalten,Doetinchem,Gaanderen,Terborg,Varsseveld,Winterswijk","ATN, DTC, GDR, TBG, VSV, WW","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-10 18:25:43","2023-01-10 18:39:17",14
46089,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,"Aalten,Terborg,Varsseveld,Winterswijk","ATN, TBG, VSV, WW","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-10 18:59:42","2023-01-10 20:02:12",63
46090,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-01-10 22:03:40","2023-01-11 01:07:47",184
46091,"Alkmaar-Den Helder","Alkmaar - Den Helder",162,"Anna Paulowna,Schagen","ANA, SGN","mensen op het spoor","people on the railway track","mensen op het spoor","people on the railway track",external,"2023-01-10 22:22:19","2023-01-10 22:30:26",8
46092,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178","Arnhem Centraal,Arnhem Velperpoort,Duiven,Emmerich,Zevenaar,Westervoort,Emmerich-Elten","AH, AHP, DVN, EM, ZV, WTV, EL","problemen op het spoor in het buitenland","railway problems abroad","problemen op het spoor in het buitenland","railway problems abroad",logistical,"2023-01-11 04:50:46","2023-01-11 05:04:57",14
46093,"Amersfoort-Amersfoort Vathorst","Amersfoort - Zwolle",48,"Amersfoort Centraal,Amersfoort Schothorst,Amersfoort Vathorst","AMF, AMFS, AVAT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-11 09:14:41","2023-01-11 11:32:50",138
46094,Zwolle-Kampen,"Kampen - Zwolle",49,"Kampen,Zwolle,Zwolle Stadshagen","KPN, ZL, ZLSH",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-01-11 10:48:00","2023-01-11 11:32:39",45
46095,"'s-Hertogenbosch-Eindhoven; Breda-Eindhoven","'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Best,Boxtel,Eindhoven Centraal,Eindhoven Strijp-S","BET, BTL, EHV, EHS","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-01-11 13:24:57","2023-01-11 14:03:44",39
46096,Almelo,"Almelo - Deventer, Almelo - Hengelo, Almelo - Mariënberg, Almelo - Zwolle","88,89,95,96",Almelo,AML,stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-01-11 15:06:53","2023-01-11 15:53:41",47
46097,"Arnhem-Zutphen; Arnhem-Winterswijk","Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk, Arnhem Centraal - Zutphen","82,129,132,178","Arnhem Centraal,Arnhem Velperpoort,Arnhem Presikhaaf,Dieren,Duiven,Rheden,Velp,Zevenaar,Westervoort","AH, AHP, AHPR, DR, DVN, RH, VP, ZV, WTV","technisch onderzoek","technical investigation","technisch onderzoek","technical investigation",unknown,"2023-01-11 15:15:24","2023-01-11 15:41:34",26
46098,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,"Hindeloopen,IJlst,Koudum-Molkwerum,Leeuwarden,Mantgum,Sneek,Sneek Noord,Stavoren,Workum","HNP, IJT, KMW, LW, MG, SK, SKND, STV, WK","eerdere verstoring","an earlier disruption","eerdere verstoring","an earlier disruption",logistical,"2023-01-11 16:52:34","2023-01-11 18:16:45",84
46099,'s-Hertogenbosch-Eindhoven,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Best,Boxtel,Eindhoven Centraal,Eindhoven Strijp-S","BET, BTL, EHV, EHS","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-11 18:17:48","2023-01-11 18:27:01",9
46100,Utrecht-Arnhem,"Arnhem Centraal - Utrecht Centraal",133,"Arnhem Centraal,Bunnik,Driebergen-Zeist,Ede-Wageningen,Veenendaal-De Klomp,Maarn,Oosterbeek,Utrecht Centraal,Wolfheze,Utrecht Vaartsche Rijn","AH, BNK, DB, ED, KLP, MRN, OTB, UT, WF, UTVR","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-11 19:54:09","2023-01-11 22:17:21",143
46101,"Leiden-Den Haag HS; Den Haag-Rotterdam; Gouda-Den Haag HS","Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag Centraal - Utrecht Centraal, Den Haag HS - Leiden Centraal","10,143,168,169","Den Haag HS,Den Haag Centraal,Den Haag Laan v NOI,Voorburg,Den Haag Ypenburg,Zoetermeer","GV, GVC, LAA, VB, YPB, ZTM","uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2023-01-12 05:07:41","2023-01-12 05:22:03",14
46102,Amersfoort-Ede-Wageningen,"Amersfoort - Ede-Wageningen",47,"Barneveld Centrum,Ede-Wageningen,Ede Centrum,Lunteren,Barneveld Zuid","BNC, ED, EDC, LTN, BNZ",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-01-12 05:56:11","2023-01-12 10:30:44",275
46103,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,"Ermelo,Harderwijk,Putten","EML, HD, PT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 06:45:20","2023-01-12 07:00:54",16
46104,Amersfoort-Zwolle,"Amersfoort - Zwolle",48,"Amersfoort Vathorst,Nijkerk,Putten","AVAT, NKK, PT",aanrijding,collision,aanrijding,collision,accidents,"2023-01-12 06:58:14","2023-01-12 07:52:48",55
46105,Utrecht-Amersfoort,"Amersfoort - Utrecht Centraal",134,"Amersfoort Centraal,Bilthoven,Den Dolder,Utrecht Centraal,Utrecht Overvecht","AMF, BHV, DLD, UT, UTO",aanrijding,collision,aanrijding,collision,accidents,"2023-01-12 07:19:30","2023-01-12 07:52:44",33
46106,"Amsterdam-Schiphol-Leiden; Leiden-Duivendrecht-Lelystad","Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Leiden Centraal,Nieuw Vennep,Sassenheim","HFD, LEDN, NVP, SSH","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-01-12 08:00:06","2023-01-12 08:41:36",42
46107,Utrecht-Leiden,"Leiden Centraal - Utrecht Centraal",147,"Leiden Lammenschans,Leiden Centraal","LDL, LEDN",overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2023-01-12 08:21:41","2023-01-12 10:13:45",112
46108,Utrecht-Eindhoven,"'s-Hertogenbosch - Utrecht Centraal",151,"Geldermalsen,'s-Hertogenbosch,Zaltbommel","GDM, HT, ZBM",koperdiefstal,"copper theft",koperdiefstal,"copper theft",external,"2023-01-12 10:37:12","2023-01-12 12:55:46",139
46109,"Amsterdam-Utrecht; Schiphol-Utrecht","Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal","136,137","Abcoude,Amsterdam Amstel,Amsterdam Bijlmer ArenA,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Zuid,Amsterdam Holendrecht,Breukelen,Duivendrecht,Maarssen,Amsterdam RAI,Schiphol Airport,Utrecht Centraal,Utrecht Zuilen","AC, ASA, ASB, ASD, ASDM, ASDZ, ASHD, BKL, DVD, MAS, RAI, SHL, UT, UTZL",koperdiefstal,"copper theft",koperdiefstal,"copper theft",external,"2023-01-12 10:47:41","2023-01-12 12:55:35",128
46110,Zwolle-Deventer,"Deventer - Zwolle",94,"Deventer,Olst,Wijhe,Zwolle","DV, OST, WH, ZL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 11:06:03","2023-01-12 11:24:44",19
46111,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 11:30:01","2023-01-12 12:04:43",35
46112,Lelystad-Zwolle,"Lelystad Centrum - Zwolle",131,"Dronten,Kampen Zuid","DRON, KPNZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 11:54:51","2023-01-12 12:06:36",12
46113,Arnhem-Doetinchem,"Arnhem Centraal - Winterswijk",82,"Arnhem Centraal,Arnhem Velperpoort,Didam,Doetinchem,Doetinchem De Huet,Duiven,Wehl,Zevenaar,Westervoort","AH, AHP, DID, DTC, DTCH, DVN, WL, ZV, WTV","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-01-12 12:05:14","2023-01-12 14:12:52",128
46114,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Den Haag HS,Den Haag Moerwijk,Rijswijk","DT, GV, GVMW, RSW",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-01-12 12:12:22","2023-01-12 13:59:28",107
46115,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178","Arnhem Centraal,Arnhem Velperpoort,Duiven,Emmerich,Zevenaar,Westervoort,Emmerich-Elten","AH, AHP, DVN, EM, ZV, WTV, EL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-01-12 12:30:27","2023-01-12 12:42:17",12
46116,"Alkmaar-Den Helder","Alkmaar - Den Helder",162,"Heerhugowaard,Schagen","HWD, SGN",systeemstoring,"system failure",systeemstoring,"system failure",infrastructure,"2023-01-12 12:43:37","2023-01-12 14:24:57",101
46117,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 13:21:48","2023-01-12 16:26:20",185
46118,Stavoren,"Leeuwarden - Stavoren",104,Stavoren,STV,"defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 13:33:55","2023-01-12 13:42:28",9
46119,Amersfoort-Deventer,"Apeldoorn - Deventer",87,"Apeldoorn,Apeldoorn Osseveld,Deventer,Twello","APD, APDO, DV, TWL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 13:37:23","2023-01-12 14:47:34",70
46120,"Den Haag-Rotterdam; Rotterdam-Dordrecht","Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal","10,11,16","Barendrecht,Dordrecht,Delft,Delft Campus,Den Haag HS,Den Haag Centraal,Den Haag Moerwijk,Rotterdam Lombardijen,Rijswijk,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Schiedam Centrum,Zwijndrecht","BRD, DDR, DT, DTCP, GV, GVC, GVMW, RLB, RSW, RTB, RTD, RTST, RTZ, SDM, ZWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 13:38:24","2023-01-12 16:15:02",157
46121,Schiphol-Leiden,"Leiden Centraal - Schiphol Airport",22,"Hoofddorp,Leiden Centraal,Nieuw Vennep,Sassenheim","HFD, LEDN, NVP, SSH","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 13:38:45","2023-01-12 16:26:11",167
46122,Eindhoven-Venlo,"Eindhoven - Venlo",65,"Deurne,Horst-Sevenum","DN, HRT",aanrijding,collision,aanrijding,collision,accidents,"2023-01-12 13:48:41","2023-01-12 16:42:20",174
46123,Dordrecht-Geldermalsen,"Dordrecht - Geldermalsen",55,"Arkel,Beesd,Geldermalsen,Gorinchem,Leerdam","AKL, BSD, GDM, GR, LDM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 14:57:06","2023-01-12 15:12:25",15
46124,Arnhem-Zutphen,"Arnhem Centraal - Zutphen",132,"Arnhem Centraal,Arnhem Velperpoort,Arnhem Presikhaaf,Dieren,Rheden,Velp","AH, AHP, AHPR, DR, RH, VP","sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2023-01-12 16:22:03","2023-01-12 18:09:10",107
46125,"Tilburg Universiteit-Eindhoven","Breda - Tilburg",68,"Tilburg,Tilburg Universiteit","TB, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 17:38:45","2023-01-12 18:40:57",62
46126,Arnhem-Duisburg-Düsseldorf,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf","129,178,179","Emmerich,Zevenaar,Emmerich-Elten","EM, ZV, EL","logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-01-12 18:11:56","2023-01-12 18:12:54",1
46127,"Utrecht-Den Haag","Den Haag Centraal - Utrecht Centraal",143,"Gouda,Zoetermeer Oost,Lansingerland-Zoetermeer","GD, ZTMO, LLZM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-01-12 18:33:11","2023-01-13 02:21:35",468
46128,"Leeuwarden-Harlingen Haven","Harlingen Haven - Leeuwarden",103,"Franeker,Harlingen","FN, HLG",aanrijding,collision,aanrijding,collision,accidents,"2023-01-12 20:01:46","2023-01-12 20:29:36",28
46129,"Arnhem-Winterswijk; Arnhem-Doetinchem","Arnhem Centraal - Winterswijk",82,"Arnhem Centraal,Arnhem Velperpoort,Aalten,Didam,Doetinchem,Doetinchem De Huet,Duiven,Gaanderen,Terborg,Varsseveld,Wehl,Winterswijk,Zevenaar,Westervoort","AH, AHP, ATN, DID, DTC, DTCH, DVN, GDR, TBG, VSV, WL, WW, ZV, WTV","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 04:51:48","2023-01-13 11:11:58",380
46130,Zutphen-Hengelo,"Hengelo - Zutphen",90,"Delden,Goor,Hengelo,Lochem,Zutphen,Hengelo Gezondheidspark","DDN, GO, HGL, LC, ZP, HGLG","staking bij Keolis","strike of Keolis staff","staking bij Keolis","strike of Keolis staff",staff,"2023-01-13 05:38:38","2023-01-14 01:30:10",1192
46131,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen","LTV, RL, VD, WW, WWW, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 05:40:32","2023-01-13 09:04:38",204
46132,Apeldoorn-Zutphen,"Apeldoorn - Zutphen",85,"Apeldoorn,Apeldoorn De Maten,Klarenbeek,Voorst-Empe,Zutphen","APD, APDM, KBK, VEM, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 05:42:08","2023-01-14 01:31:57",1190
46133,"Amsterdam-Almere; Utrecht-Almere","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum","145,149","Almere Centrum,Almere Muziekwijk,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Science Park,Diemen,Naarden-Bussum,Weesp,Almere Poort","ALM, ALMM, ASD, ASDM, ASSP, DMN, NDB, WP, AMPO",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-01-13 05:46:22","2023-01-14 01:33:46",1187
46134,Amersfoort-Harderwijk,"Amersfoort - Zwolle",48,"Amersfoort Centraal,Amersfoort Schothorst,Amersfoort Vathorst,Ermelo,Harderwijk,Nijkerk,Putten","AMF, AMFS, AVAT, EML, HD, NKK, PT",aanrijding,collision,aanrijding,collision,accidents,"2023-01-13 07:11:28","2023-01-13 07:34:59",24
46135,"Alkmaar-Den Helder","Alkmaar - Den Helder",162,"Anna Paulowna,Den Helder,Den Helder Zuid,Heerhugowaard,Schagen","ANA, HDR, HDRZ, HWD, SGN","uitloop van werkzaamheden","over-running engineering works","uitloop van werkzaamheden","over-running engineering works","engineering work","2023-01-13 08:00:16","2023-01-13 08:26:27",26
46136,"Leiden-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans,Leiden Centraal","APN, LDL, LEDN",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-01-13 08:13:00","2023-01-13 08:22:49",10
46137,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen","LTV, RL, VD, WW, WWW, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 09:09:52","2023-01-13 09:12:15",2
46138,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen","LTV, RL, VD, WW, WWW, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 09:22:53","2023-01-13 09:24:03",1
46139,"Leiden-Alphen a/d Rijn","Leiden Centraal - Utrecht Centraal",147,"Alphen a/d Rijn,Leiden Lammenschans,Leiden Centraal","APN, LDL, LEDN",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-01-13 09:31:00","2023-01-14 00:27:41",897
46140,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen","LTV, RL, VD, WW, WWW, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 09:44:50","2023-01-13 10:58:57",74
46141,"Arnhem-Tiel; Arnhem-Tiel","Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel","54,59","Arnhem Centraal,Arnhem Zuid,Elst,Hemmen-Dodewaard,Kesteren,Opheusden,Tiel,Zetten-Andelst","AH, AHZ, EST, HMN, KTR, OP, TL, ZA","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 10:31:03","2023-01-14 01:31:13",900
46142,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Lichtenvoorde-Groenlo,Ruurlo,Vorden,Winterswijk,Winterswijk West,Zutphen","LTV, RL, VD, WW, WWW, ZP","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 11:03:03","2023-01-14 01:30:35",868
46143,"Arnhem-Doetinchem; Arnhem-Winterswijk","Arnhem Centraal - Winterswijk",82,"Arnhem Centraal,Arnhem Velperpoort,Aalten,Didam,Doetinchem,Doetinchem De Huet,Duiven,Gaanderen,Terborg,Varsseveld,Wehl,Winterswijk,Zevenaar,Westervoort","AH, AHP, ATN, DID, DTC, DTCH, DVN, GDR, TBG, VSV, WL, WW, ZV, WTV","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 11:16:11","2023-01-13 11:17:36",1
46144,"Arnhem-Doetinchem; Arnhem-Winterswijk","Arnhem Centraal - Winterswijk",82,"Arnhem Centraal,Arnhem Velperpoort,Aalten,Didam,Doetinchem,Doetinchem De Huet,Duiven,Gaanderen,Terborg,Varsseveld,Wehl,Winterswijk,Zevenaar,Westervoort","AH, AHP, ATN, DID, DTC, DTCH, DVN, GDR, TBG, VSV, WL, WW, ZV, WTV","staking bij Arriva","strike of Arriva staff","staking bij Arriva","strike of Arriva staff",staff,"2023-01-13 11:24:23","2023-01-13 11:25:15",1
